#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
702	fig|6666666.1036479.peg.460	1041826.FCOL_01780	92.5	969.5	AEW85205.1	Aminotransferase; COG0520 Selenocysteine lyase.
703	fig|6666666.1036479.peg.461	1041826.FCOL_02020	89.2	1086.2	AEW85253.1	Hypothetical protein.
704	fig|6666666.1036479.peg.462	1041826.FCOL_01690	84.3	702.2	AEW85187.1	Hypothetical protein; COG2755 Lysophospholipase L1 and related esterases.
705	fig|6666666.1036479.peg.464	1041826.FCOL_01680	92.0	1114.0	AEW85185.1	MutS family protein; Endonuclease that is involved in the suppression of homologous recombination and may therefore have a key role in the control of bacterial genetic diversity. Belongs to the DNA mismatch repair MutS family. MutS2 subfamily.
706	fig|6666666.1036479.peg.466	1041826.FCOL_01670	74.7	549.7	AEW85183.1	Hypothetical protein.
707	fig|6666666.1036479.peg.467	1041826.FCOL_02765	98.8	1114.0	AEW85398.1	Putative ABC transporter ATP-binding protein; COG0488 ATPase components of ABC transporters with duplicated ATPase domains.
708	fig|6666666.1036479.peg.469	1041826.FCOL_02775	97.0	641.7	AEW85400.1	COG1466 DNA polymerase III, delta subunit.
709	fig|6666666.1036479.peg.472	1041826.FCOL_02785	89.2	623.6	AEW85402.1	Glycosyl transferase, group 2 family protein; COG1216 Predicted glycosyltransferases.
710	fig|6666666.1036479.peg.473	1041826.FCOL_02790	97.9	531.2	AEW85403.1	Flagellar motor/chemotaxis (MotB)-related lipoprotein; COG1360 Flagellar motor protein.
711	fig|6666666.1036479.peg.474	1041826.FCOL_02810	96.4	478.0	AEW85407.1	LytTR family two component transcriptional regulator; COG3279 Response regulator of the LytR/AlgR family.
712	fig|6666666.1036479.peg.477	1041826.FCOL_02825	95.5	822.8	AEW85410.1	Signal transduction histidine kinase LytS; COG2972 Predicted signal transduction protein with a C-terminal ATPase domain.
713	fig|6666666.1036479.peg.478	1041826.FCOL_02830	95.7	403.3	AEW85411.1	Hypothetical protein.
714	fig|6666666.1036479.peg.479	1041826.FCOL_02835	96.7	1400.2	AEW85412.1	TonB-dependent receptor, plug; COG4206 Outer membrane cobalamin receptor protein.
715	fig|6666666.1036479.peg.480	1041826.FCOL_02840	97.5	458.4	AEW85413.1	Hypothetical protein; COG1226 Kef-type K+ transport systems, predicted NAD-binding component.
716	fig|6666666.1036479.peg.482	1041826.FCOL_00910	99.0	562.4	AEW85031.1	COG1249 Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes.
717	fig|6666666.1036479.peg.484	1041826.FCOL_00905	94.1	1453.7	AEW85030.1	COG2356 Endonuclease I.
718	fig|6666666.1036479.peg.485	1041826.FCOL_00900	94.9	750.4	AEW85029.1	Extracellular ribonuclease; COG2356 Endonuclease I.
719	fig|6666666.1036479.peg.486	1041826.FCOL_00895	97.5	791.2	AEW85028.1	Ribosomal RNA small subunit methyltransferase B; COG0144 tRNA and rRNA cytosine-C5-methylases; Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family.
720	fig|6666666.1036479.peg.487	1041826.FCOL_00890	90.3	376.3	AEW85027.1	COG1309 Transcriptional regulator.
721	fig|6666666.1036479.peg.488	1041826.FCOL_00885	91.3	722.2	AEW85026.1	COG1538 Outer membrane protein.
722	fig|6666666.1036479.peg.489	1041826.FCOL_00880	90.0	531.9	AEW85025.1	Secretion protein HlyD family protein; COG1566 Multidrug resistance efflux pump.
723	fig|6666666.1036479.peg.490	1041826.FCOL_00875	97.5	1014.2	AEW85024.1	COG0477 Permeases of the major facilitator superfamily.
724	fig|6666666.1036479.peg.491	1041826.FCOL_00870	98.5	531.2	AEW85023.1	2-dehydro-3-deoxyphosphooctonate aldolase; COG2877 3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase; Belongs to the KdsA family.
726	fig|6666666.1036479.peg.493	1041826.FCOL_00855	94.4	500.4	AEW85022.1	Short-chain dehydrogenase/reductase SDR; COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases); Belongs to the short-chain dehydrogenases/reductases (SDR) family.
727	fig|6666666.1036479.peg.494	1041826.FCOL_00850	92.4	612.5	AEW85021.1	Muconate cycloisomerase; COG4948 L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily; Belongs to the mandelate racemase/muconate lactonizing enzyme family.
728	fig|6666666.1036479.peg.495	1041826.FCOL_00845	95.2	682.6	AEW85020.1	COG3823 Glutamine cyclotransferase.
729	fig|6666666.1036479.peg.496	1041826.FCOL_00840	94.6	1067.4	AEW85019.2	COG0564 Pseudouridylate synthases, 23S RNA-specific.
730	fig|6666666.1036479.peg.497	1041826.FCOL_00835	94.1	582.8	lgt	Prolipoprotein diacylglyceryl transferase; Catalyzes the transfer of the diacylglyceryl group from phosphatidylglycerol to the sulfhydryl group of the N-terminal cysteine of a prolipoprotein, the first step in the formation of mature lipoproteins; Belongs to the Lgt family.
731	fig|6666666.1036479.peg.498	1041826.FCOL_00830	95.5	855.9	AEW85017.1	COG0015 Adenylosuccinate lyase; Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily.
732	fig|6666666.1036479.peg.500	1041826.FCOL_00820	81.6	348.2	AEW85015.1	COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes.
733	fig|6666666.1036479.peg.501	1041826.FCOL_00815	97.4	541.6	AEW85014.1	Acyltransferase.
734	fig|6666666.1036479.peg.503	1041826.FCOL_00805	100.0	1006.1	AEW85012.1	COG2268 Uncharacterized protein conserved in bacteria.
735	fig|6666666.1036479.peg.505	1041826.FCOL_00795	97.1	406.0	AEW85010.1	COG0778 Nitroreductase.
736	fig|6666666.1036479.peg.507	1041826.FCOL_00785	98.0	993.8	AEW85008.1	COG2986 Histidine ammonia-lyase.
737	fig|6666666.1036479.peg.508	1041826.FCOL_00780	98.3	721.1	gcvT	Glycine cleavage system aminomethyltransferase T; The glycine cleavage system catalyzes the degradation of glycine.
738	fig|6666666.1036479.peg.509	1041826.FCOL_00775	96.2	573.2	AEW85006.1	COG0584 Glycerophosphoryl diester phosphodiesterase.
739	fig|6666666.1036479.peg.510	1041826.FCOL_00770	94.7	686.8	AEW85005.1	COG1104 Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes.
740	fig|6666666.1036479.peg.512	1041826.FCOL_00725	96.5	1744.9	valS	valyl-tRNA synthetase; Catalyzes the attachment of valine to tRNA(Val). As ValRS can inadvertently accommodate and process structurally similar amino acids such as threonine, to avoid such errors, it has a 'posttransfer' editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA- dependent manner; Belongs to the class-I aminoacyl-tRNA synthetase family. ValS type 1 subfamily.
741	fig|6666666.1036479.peg.514	1041826.FCOL_00715	90.5	428.7	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase; Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria.
742	fig|6666666.1036479.peg.515	1041826.FCOL_00710	89.0	831.2	AEW84993.1	COG0507 ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member.
743	fig|6666666.1036479.peg.516	1041826.FCOL_00705	88.3	487.6	AEW84992.1	Hypothetical protein.
744	fig|6666666.1036479.peg.518	1041826.FCOL_00695	97.9	454.5	AEW84990.1	Hypothetical protein.
745	fig|6666666.1036479.peg.521	1041826.FCOL_06655	85.9	494.2	AEW86152.1	Hypothetical protein; COG2971 Predicted N-acetylglucosamine kinase.
746	fig|6666666.1036479.peg.522	1041826.FCOL_06660	91.9	563.5	AEW86153.1	COG0057 Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase; Belongs to the glyceraldehyde-3-phosphate dehydrogenase family.
747	fig|6666666.1036479.peg.523	1041826.FCOL_06665	97.3	632.5	pfkA	6-phosphofructokinase; Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis.
748	fig|6666666.1036479.peg.524	1041826.FCOL_06670	92.0	2779.2	AEW86155.1	COG2911 Uncharacterized protein conserved in bacteria.
749	fig|6666666.1036479.peg.525	1041826.FCOL_06675	94.7	641.0	tsaD	UGMP family protein; Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction; Belongs to the KAE1 / TsaD family.
750	fig|6666666.1036479.peg.526	1041826.FCOL_06680	91.0	439.1	AEW86157.1	16S ribosomal RNA methyltransferase RsmE; Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit.
751	fig|6666666.1036479.peg.527	1041826.FCOL_06685	93.5	430.6	AEW86158.1	Hypothetical protein.
752	fig|6666666.1036479.peg.529	1041826.FCOL_06695	95.6	564.3	AEW86160.1	M43 cytophagalysin family metalloprotease precursor.
753	fig|6666666.1036479.peg.530	1041826.FCOL_06700	92.0	530.4	AEW86161.1	Hypothetical protein; COG2321 Predicted metalloprotease.
754	fig|6666666.1036479.peg.531	1041826.FCOL_06705	82.8	2135.5	AEW86162.1	COG0642 Signal transduction histidine kinase.
755	fig|6666666.1036479.peg.532	1041826.FCOL_06710	79.4	670.6	AEW86163.1	Glycosyl transferase, group 1 family protein; COG0438 Glycosyltransferase.
756	fig|6666666.1036479.peg.534	1041826.FCOL_06720	93.3	497.7	AEW86165.1	Hypothetical protein.
757	fig|6666666.1036479.peg.535	1041826.FCOL_02905	89.7	739.2	AEW85426.1	COG0754 Glutathionylspermidine synthase.
758	fig|6666666.1036479.peg.538	1041826.FCOL_02920	94.0	1052.0	yidC	Membrane protein insertase; Required for the insertion and/or proper folding and/or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins. Aids folding of multispanning membrane proteins.
759	fig|6666666.1036479.peg.539	1041826.FCOL_02925	98.3	1066.2	pyrG	CTP synthetase; Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates.
760	fig|6666666.1036479.peg.542	1041826.FCOL_02940	94.5	1147.9	AEW85433.1	Hypothetical protein; COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains).
761	fig|6666666.1036479.peg.543	1041826.FCOL_02945	96.0	1085.5	AEW85434.1	Peptidoglycan-binding LysM; COG0741 Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains).
762	fig|6666666.1036479.peg.544	1041826.FCOL_02950	98.8	1018.5	guaA	GMP synthase; Catalyzes the synthesis of GMP from XMP.
763	fig|6666666.1036479.peg.545	1041826.FCOL_05935	98.3	456.4	AEW86012.1	Hypothetical protein.
764	fig|6666666.1036479.peg.546	1041826.FCOL_05930	95.0	2137.1	icmF	methylmalonyl-CoA mutase; Catalyzes the reversible interconversion of isobutyryl-CoA and n-butyryl-CoA, using radical chemistry. Also exhibits GTPase activity, associated with its G-protein domain (MeaI) that functions as a chaperone that assists cofactor delivery and proper holo-enzyme assembly.
765	fig|6666666.1036479.peg.547	1041826.FCOL_05925	93.9	2529.2	AEW86010.1	Hypothetical protein.
766	fig|6666666.1036479.peg.548	1041826.FCOL_05920	98.6	732.3	AEW86009.1	Hypothetical protein; COG0535 Predicted Fe-S oxidoreductases.
768	fig|6666666.1036479.peg.552	1041826.FCOL_05775	94.4	1768.4	AEW85980.1	Hypothetical protein.
769	fig|6666666.1036479.peg.553	1041826.FCOL_05770	98.6	1568.9	AEW85979.1	Pyruvate/branched-chain alpha-keto acid dehydrogenase (E1) component, alpha and beta subunits; COG1071 Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit.
770	fig|6666666.1036479.peg.554	1041826.FCOL_05765	97.1	1470.7	katG	Catalase/hydroperoxidase HPI(I); Bifunctional enzyme with both catalase and broad-spectrum peroxidase activity; Belongs to the peroxidase family. Peroxidase/catalase subfamily.
772	fig|6666666.1036479.peg.563	1041826.FCOL_05735	99.0	563.9	AEW85972.1	AraC family transcriptional regulator; COG2207 AraC-type DNA-binding domain-containing proteins.
773	fig|6666666.1036479.peg.567	1041826.FCOL_05720	95.7	759.2	AEW85969.1	Proton glutamate symport protein GltP; COG1301 Na+/H+-dicarboxylate symporters; Belongs to the dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family.
774	fig|6666666.1036479.peg.568	1041826.FCOL_05715	98.6	708.8	aroC	Chorismate synthase; Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system.
775	fig|6666666.1036479.peg.569	1041826.FCOL_05710	99.5	848.6	glyA	Serine hydroxymethyltransferase; Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF-independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism.
776	fig|6666666.1036479.peg.570	1041826.FCOL_05705	98.4	877.5	AEW85966.1	Fumarylacetoacetase; COG0179 2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway).
777	fig|6666666.1036479.peg.571	1041826.FCOL_05700	95.9	765.8	AEW85965.1	Hypothetical protein.
778	fig|6666666.1036479.peg.572	1041826.FCOL_05695	93.7	1505.0	pheT	phenylalanyl-tRNA synthetase subunit beta; COG0073 EMAP domain; Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily.
779	fig|6666666.1036479.peg.573	1041826.FCOL_05690	95.6	387.9	AEW85963.1	Hypothetical protein.
780	fig|6666666.1036479.peg.578	1041826.FCOL_06825	97.0	1706.0	secF	Bifunctional preprotein translocase subunit SecD/SecF; Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA; Belongs to the SecD/SecF family. SecD subfamily.
781	fig|6666666.1036479.peg.579	1041826.FCOL_06830	91.0	562.4	mdh	Malate dehydrogenase; Catalyzes the reversible oxidation of malate to oxaloacetate. Belongs to the LDH/MDH superfamily. MDH type 3 family.
782	fig|6666666.1036479.peg.580	1041826.FCOL_06835	98.3	1271.1	gyrB	DNA gyrase subunit B; A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner.
783	fig|6666666.1036479.peg.581	1041826.FCOL_06840	97.5	1113.2	asnB	Asparagine synthetase B; COG0367 Asparagine synthase (glutamine-hydrolyzing).
784	fig|6666666.1036479.peg.582	1041826.FCOL_06845	95.0	387.1	AEW86190.1	NUDIX hydrolase; COG1080 Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria); Belongs to the Nudix hydrolase family.
785	fig|6666666.1036479.peg.583	1041826.FCOL_06850	95.3	417.5	pyrE	Orotate phosphoribosyltransferase; Catalyzes the transfer of a ribosyl phosphate group from 5- phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP).
786	fig|6666666.1036479.peg.585	1041826.FCOL_06860	96.8	988.4	AEW86193.1	DEAD/DEAH box helicase domain-containing protein; COG0513 Superfamily II DNA and RNA helicases; Belongs to the DEAD box helicase family.
787	fig|6666666.1036479.peg.587	1041826.FCOL_06870	93.1	362.5	AEW86195.1	COG0778 Nitroreductase.
788	fig|6666666.1036479.peg.589	1041826.FCOL_06880	95.6	425.2	lolD-2	Phosphonate-transporting ATPase; Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner.
789	fig|6666666.1036479.peg.590	1041826.FCOL_06885	95.9	768.5	AEW86198.1	Hypothetical protein; COG4591 ABC-type transport system, involved in lipoprotein release, permease component.
790	fig|6666666.1036479.peg.591	1041826.FCOL_06890	90.0	619.8	AEW86199.1	Secretion protein HlyD family protein; COG0845 Membrane-fusion protein.
791	fig|6666666.1036479.peg.593	1041826.FCOL_05900	84.8	674.1	AEW86005.1	COG2866 Predicted carboxypeptidase.
792	fig|6666666.1036479.peg.595	1041826.FCOL_05890	95.1	434.9	trmH	Putative tRNA/rRNA methyltransferase; Catalyzes the 2'-O methylation of guanosine at position 18 in tRNA; Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family.
793	fig|6666666.1036479.peg.596	1041826.FCOL_05885	85.0	399.4	cobB	Silent information regulator protein Sir2; COG0846 NAD-dependent protein deacetylases, SIR2 family; Belongs to the sirtuin family. Class III subfamily.
794	fig|6666666.1036479.peg.597	1041826.FCOL_05880	90.7	562.0	AEW86001.1	COG2070 Dioxygenases related to 2-nitropropane dioxygenase.
795	fig|6666666.1036479.peg.600	1041826.FCOL_05870	97.0	783.1	mnmA	tRNA-specific 2-thiouridylase MnmA; Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34.
796	fig|6666666.1036479.peg.601	1041826.FCOL_05865	90.4	310.5	AEW85998.1	COG2849 Uncharacterized protein conserved in bacteria.
797	fig|6666666.1036479.peg.602	1041826.FCOL_05755	67.1	312.4	AEW85976.1	ThiJ/PfpI domain-containing protein; COG0693 Putative intracellular protease/amidase.
799	fig|6666666.1036479.peg.605	1041826.FCOL_05850	98.5	1566.6	AEW85995.1	COG1250 3-hydroxyacyl-CoA dehydrogenase.
800	fig|6666666.1036479.peg.606	1041826.FCOL_05845	99.7	765.4	AEW85994.1	COG0183 Acetyl-CoA acetyltransferase; Belongs to the thiolase-like superfamily. Thiolase family.
801	fig|6666666.1036479.peg.608	1041826.FCOL_05835	99.7	1174.1	AEW85992.1	COG1960 Acyl-CoA dehydrogenases.
802	fig|6666666.1036479.peg.611	1041826.FCOL_05825	90.3	408.7	AEW85990.1	Crp/Fnr family transcriptional regulator; COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases.
803	fig|6666666.1036479.peg.615	1041826.FCOL_05810	85.8	592.4	AEW85987.1	Hypothetical protein.
